area,rooms,floor,total_floors,year_built,building_age,district,metro_distance_km,has_parking,has_elevator,has_renovation,is_new_building,school_distance_km,park_distance_km,hospital_distance_km,price
110.6,4,8,8,1981,43,Запад,5.85,1,1,0,0,1.24,6.36,3.43,36545000
47.2,2,22,22,1974,50,Восток,12.08,0,1,1,0,4.42,3.54,4.22,9671000
98.3,3,2,10,2003,21,Юг,2.42,0,1,1,0,2.73,1.14,8.67,16376000
79.1,3,17,21,2020,4,Запад,1.42,1,1,1,1,4.3,2.79,3.42,26747000
51.5,2,5,5,1967,57,Восток,3.29,0,1,1,0,1.43,4.16,9.65,10084000
135.7,5,14,20,1995,29,Центр,2.43,1,1,1,0,3.8,6.83,1.89,61296000
41.4,1,24,30,2009,15,Центр,2.57,0,1,0,0,2.92,5.17,2.57,18302000
96.3,3,20,20,1997,27,Восток,1.12,0,1,0,0,0.34,1.49,4.74,20228000
99.5,3,21,30,2014,10,Восток,4.89,0,1,1,1,2.09,1.35,8.01,18596000
51.0,2,21,24,1981,43,Восток,2.5,0,1,0,0,1.0,3.36,7.37,10020000
116.4,4,22,24,2022,2,Юг,14.76,0,1,0,1,1.86,0.69,1.91,21559000
60.3,2,3,7,1993,31,Пригород,29.11,1,1,1,0,1.98,6.07,2.52,5967000
74.8,2,5,11,1990,34,Восток,14.6,1,1,1,0,2.43,3.27,5.84,14239000
74.0,2,16,23,2017,7,Север,4.48,1,1,1,1,3.04,2.81,3.09,18692000
63.2,2,18,19,2003,21,Юг,10.37,0,1,1,0,2.9,4.12,4.34,11000000
92.2,3,17,23,2000,24,Север,5.71,1,1,1,0,0.29,5.7,4.97,24582000
91.6,3,11,11,2010,14,Север,7.78,1,1,1,1,3.78,4.6,6.02,24921000
33.1,1,17,23,2003,21,Центр,1.51,1,1,1,0,4.75,6.44,2.66,14302000
112.4,4,16,23,1980,44,Центр,4.39,0,1,0,0,1.81,5.07,1.8,52391000
34.3,1,23,24,2008,16,Пригород,34.13,1,1,0,0,0.98,6.32,4.11,2891000
100.8,3,2,10,1977,47,Юг,4.89,0,1,1,0,2.75,5.6,1.0,18249000
104.7,3,4,4,2014,10,Юг,5.83,0,0,0,1,3.55,1.63,5.36,16350000
43.1,1,21,26,2023,1,Север,14.26,1,1,0,1,3.43,0.51,8.43,10748000
56.6,2,7,7,1992,32,Запад,8.62,0,1,0,0,3.1,7.24,1.37,19693000
42.9,1,2,4,1996,28,Запад,3.44,0,0,1,0,0.82,7.57,1.3,14972000
61.2,2,6,11,1966,58,Север,8.88,1,1,1,0,4.2,5.84,0.99,15948000
59.0,2,17,19,1961,63,Восток,8.23,0,1,0,0,2.19,5.82,8.51,11455000
91.1,3,7,14,2020,4,Юг,21.39,1,1,1,1,1.19,2.23,0.99,15511000
112.6,4,5,9,1977,47,Юг,14.73,1,1,1,0,0.52,4.39,9.84,19536000
116.5,4,5,6,1996,28,Север,8.34,0,1,0,0,2.14,7.94,3.71,30834000
53.3,2,20,23,2015,9,Пригород,30.37,0,1,0,1,3.13,6.86,3.42,4717000
61.3,2,16,24,2018,6,Юг,12.1,1,1,0,1,3.36,2.5,1.1,9429000
34.0,1,19,22,2000,24,Восток,6.85,0,1,1,0,4.82,2.48,5.94,6542000
48.3,2,9,18,2003,21,Восток,33.74,1,1,1,0,0.85,3.92,5.94,8879000
98.1,3,5,14,2008,16,Север,2.27,1,1,0,0,4.93,3.3,5.04,26242000
127.3,4,8,15,2022,2,Запад,0.66,0,1,1,1,3.31,3.03,3.25,42547000
40.7,1,9,13,2004,20,Север,0.58,0,1,1,0,2.33,5.05,3.81,10524000
52.6,2,5,14,2002,22,Юг,8.17,1,1,1,0,4.45,0.19,3.34,8835000
66.0,2,10,10,1961,63,Центр,8.4,0,1,0,0,3.5,6.13,4.38,31254000
74.6,2,2,8,1970,54,Запад,0.3,0,1,0,0,1.81,5.95,3.55,25518000
48.2,2,9,11,2003,21,Центр,3.88,1,1,0,0,4.43,6.66,6.82,21788000
79.0,3,11,20,2020,4,Центр,3.21,1,1,1,1,3.37,6.75,3.1,35045000
55.2,2,4,11,2017,7,Пригород,47.95,1,1,1,1,3.52,4.57,3.64,5482000
66.3,2,22,24,2023,1,Юг,3.51,0,1,1,1,4.49,6.26,4.47,11337000
83.0,3,22,22,2001,23,Восток,13.74,1,1,0,0,2.3,3.99,0.24,15926000
66.9,2,22,26,2013,11,Центр,0.3,1,1,1,1,3.32,7.62,5.02,29635000
56.0,2,2,3,2016,8,Восток,11.27,1,0,1,1,3.75,1.61,2.71,11449000
63.8,2,23,26,2007,17,Восток,2.49,1,1,0,0,2.32,7.33,0.75,13165000
64.4,2,6,6,1990,34,Запад,5.18,0,1,1,0,0.51,2.14,9.13,21691000
57.5,2,14,22,1998,26,Север,13.84,1,1,1,0,3.88,0.91,3.36,15327000
60.1,2,1,6,2017,7,Север,2.53,1,1,0,1,0.33,3.57,4.38,15471000
126.4,4,18,25,1988,36,Восток,1.64,0,1,1,0,3.62,4.96,8.31,24382000
83.5,3,7,10,2020,4,Восток,9.15,0,1,1,1,4.56,1.92,1.83,16655000
59.3,2,1,9,1984,40,Центр,2.29,1,1,1,0,1.8,4.49,8.53,26619000
88.1,3,1,2,2011,13,Север,5.78,0,0,1,1,0.6,6.48,2.57,22027000
58.4,2,1,9,2006,18,Восток,2.37,0,1,1,0,1.24,2.13,5.97,11540000
106.6,4,24,28,2011,13,Восток,0.3,0,1,0,1,2.86,4.68,6.92,21768000
77.3,3,4,9,1996,28,Пригород,33.46,0,1,1,0,4.72,2.78,9.07,6791000
63.9,2,4,6,2020,4,Юг,0.9,0,1,0,1,2.61,4.29,6.15,11730000
79.8,3,18,21,2006,18,Запад,18.91,0,1,1,0,0.65,5.37,4.64,25216000
35.6,1,11,16,1987,37,Центр,0.3,1,1,1,0,3.18,2.87,5.81,15657000
42.5,1,1,7,2006,18,Восток,4.52,1,1,1,0,3.69,7.96,2.18,8178000
41.4,1,10,10,1987,37,Центр,0.3,1,1,0,0,2.03,4.55,6.95,19037000
70.6,2,9,15,1988,36,Восток,0.8,0,1,1,0,3.64,6.61,2.03,14084000
133.4,4,23,23,1994,30,Пригород,44.65,1,1,0,0,1.69,5.83,5.66,11317000
162.8,5,4,8,2016,8,Восток,8.33,1,1,0,1,3.97,6.84,6.55,29494000
86.1,3,6,11,2000,24,Север,0.3,1,1,0,0,1.77,1.47,9.01,21369000
81.5,3,16,17,2008,16,Восток,0.3,0,1,0,0,1.35,1.86,4.61,14840000
32.4,1,2,11,1993,31,Восток,0.66,0,1,1,0,4.41,3.95,7.8,6646000
53.7,2,23,30,1986,38,Восток,11.52,1,1,0,0,2.79,6.83,1.84,10090000
48.7,2,18,27,2021,3,Пригород,41.31,1,1,0,1,1.5,1.66,1.73,4653000
52.0,2,10,15,2004,20,Север,0.31,1,1,0,0,4.68,7.77,5.34,13776000
62.3,2,24,30,2020,4,Пригород,36.96,0,1,1,1,3.49,1.11,6.04,6148000
55.2,2,24,30,1983,41,Пригород,47.04,0,1,0,0,1.18,1.48,6.4,4710000
30.2,1,17,24,1979,45,Запад,16.26,1,1,1,0,3.11,1.42,7.51,10093000
89.9,3,13,22,2017,7,Центр,8.16,0,1,1,1,4.36,4.73,3.09,40594000
43.4,1,24,24,2008,16,Запад,3.17,1,1,0,0,3.51,7.35,6.3,14353000
73.4,2,18,25,1982,42,Центр,0.44,1,1,0,0,1.3,2.12,2.04,33011000
152.9,5,22,25,1986,38,Центр,0.81,1,1,0,0,3.28,4.47,2.35,70396000
46.2,2,13,22,2014,10,Юг,11.98,0,1,0,1,3.13,1.49,0.86,8141000
24.2,1,17,24,1997,27,Центр,10.67,0,1,1,0,4.12,5.09,7.52,10857000
59.5,2,5,10,2008,16,Север,5.02,1,1,1,0,0.97,1.07,5.17,15221000
103.6,3,11,19,1989,35,Юг,2.91,1,1,0,0,3.53,3.98,2.53,17088000
146.0,5,7,10,1993,31,Центр,1.68,0,1,1,0,0.23,5.28,5.65,65757000
40.8,1,10,11,2023,1,Юг,2.91,0,1,0,1,3.51,4.68,3.67,7012000
81.3,3,17,18,1985,39,Север,2.37,0,1,1,0,4.81,1.21,8.4,21041000
55.4,2,15,19,2000,24,Запад,7.21,1,1,1,0,0.95,1.37,5.38,17514000
63.9,2,18,27,2016,8,Юг,0.3,1,1,1,1,1.63,5.4,0.49,10738000
192.0,6,23,30,1985,39,Восток,2.4,1,1,1,0,2.96,6.49,9.85,37096000
36.6,1,22,24,1995,29,Пригород,44.76,0,1,0,0,3.69,7.27,0.93,3255000
73.8,2,19,26,2005,19,Юг,0.3,1,1,1,0,1.79,6.53,7.02,14144000
80.4,3,2,5,1998,26,Юг,0.69,0,1,1,0,3.35,7.79,4.49,13934000
103.0,3,4,9,1997,27,Север,2.78,0,1,0,0,4.51,3.33,2.64,28043000
69.4,2,3,12,1992,32,Запад,16.82,1,1,1,0,3.66,2.72,6.83,22370000
75.4,3,7,12,2004,20,Юг,11.58,0,1,0,0,3.58,0.32,1.43,12804000
57.0,2,24,26,2005,19,Юг,0.3,0,1,1,0,1.97,3.65,8.61,10280000
74.3,2,18,22,2007,17,Пригород,37.58,1,1,1,0,4.57,5.25,2.66,5966000
58.1,2,10,12,1969,55,Север,2.57,0,1,0,0,1.46,6.54,3.74,14927000
85.5,3,7,7,2006,18,Север,8.37,0,1,0,0,1.11,2.21,6.4,22735000
57.5,2,8,14,2021,3,Юг,10.23,0,1,1,1,1.88,4.16,0.21,9756000
77.5,3,6,9,2001,23,Север,15.89,0,1,0,0,3.29,5.33,4.83,19664000
65.9,2,22,28,2010,14,Пригород,36.39,1,1,0,1,4.32,4.46,8.96,5761000
104.6,3,1,3,2002,22,Пригород,59.75,0,0,1,0,0.75,2.26,6.87,9676000
65.3,2,4,8,2017,7,Север,31.29,1,1,1,1,4.09,6.39,4.0,15953000
32.8,1,14,18,2020,4,Юг,17.11,0,1,1,1,4.08,1.47,6.67,5619000
110.5,4,17,18,1981,43,Юг,6.84,0,1,1,0,2.98,7.25,9.38,19430000
46.4,2,20,29,1996,28,Запад,4.06,0,1,1,0,3.83,7.63,2.04,15094000
51.3,2,18,19,1993,31,Пригород,31.4,1,1,0,0,0.99,2.99,5.41,4125000
52.5,2,11,14,1994,30,Восток,0.3,0,1,1,0,0.93,3.07,2.5,10150000
115.6,4,21,24,1976,48,Юг,2.29,1,1,0,0,4.33,5.97,8.57,19498000
28.4,1,14,17,2015,9,Север,10.15,0,1,1,1,2.54,3.7,7.27,7091000
233.9,6,9,14,1964,60,Пригород,42.16,1,1,0,0,1.31,0.33,8.05,21294000
101.7,3,15,16,2001,23,Север,19.86,1,1,0,0,3.47,7.37,9.44,26580000
72.9,2,12,17,2007,17,Центр,0.3,1,1,1,0,4.47,3.5,2.48,33904000
65.2,2,10,16,1983,41,Пригород,21.99,1,1,1,0,3.2,1.71,0.68,5851000
74.8,2,19,28,2019,5,Центр,4.67,1,1,1,1,1.8,4.49,3.05,33804000
82.1,3,24,26,2016,8,Север,3.55,1,1,0,1,2.47,1.83,4.11,20923000
86.3,3,19,26,1998,26,Пригород,20.33,0,1,1,0,3.79,1.73,6.33,7558000
83.3,3,6,7,1994,30,Пригород,59.84,0,1,1,0,0.43,4.41,8.02,7909000
69.1,2,20,27,1984,40,Восток,12.38,1,1,0,0,1.16,3.19,3.63,13523000
61.6,2,24,28,2011,13,Восток,4.2,0,1,0,1,2.37,4.63,4.84,12654000
62.8,2,6,7,1977,47,Север,13.87,0,1,1,0,3.06,7.97,7.9,16252000
61.7,2,8,14,2008,16,Север,9.13,0,1,1,0,1.76,6.89,2.41,15316000
105.0,4,1,2,2016,8,Север,12.48,0,0,0,1,1.56,0.16,2.33,26571000
84.6,3,22,27,1984,40,Юг,13.51,1,1,0,0,0.3,0.5,5.97,16119000
20.6,1,17,26,2017,7,Юг,0.71,0,1,1,1,0.26,4.92,4.47,3513000
86.7,3,17,19,1964,60,Юг,7.8,1,1,1,0,1.47,5.05,9.5,13539000
72.1,2,24,30,2019,5,Юг,0.3,1,1,0,1,2.7,7.04,3.7,11576000
66.2,2,15,17,1975,49,Центр,0.3,1,1,0,0,2.83,5.07,7.64,29179000
57.1,2,7,9,2006,18,Восток,18.75,0,1,0,0,2.52,1.9,5.91,10814000
104.5,3,19,23,1985,39,Центр,2.25,0,1,1,0,2.11,3.8,0.73,45573000
97.4,3,22,28,2016,8,Восток,10.65,1,1,1,1,1.34,6.49,1.03,20597000
49.0,2,23,30,2000,24,Север,14.59,1,1,0,0,2.06,7.39,2.19,13040000
78.5,3,3,9,1978,46,Пригород,57.73,1,1,1,0,0.78,1.97,1.6,7010000
45.2,2,22,30,2003,21,Север,16.28,0,1,1,0,0.66,4.36,3.43,11472000
38.4,1,11,15,1994,30,Запад,5.28,0,1,1,0,1.57,1.36,5.87,12599000
51.9,2,20,29,2007,17,Запад,3.28,1,1,1,0,4.98,4.03,6.1,18140000
94.2,3,19,21,2018,6,Юг,1.34,0,1,1,1,1.7,0.81,5.96,15355000
97.6,3,9,14,1994,30,Восток,4.09,1,1,0,0,4.69,7.54,1.35,17906000
81.9,3,10,14,1987,37,Запад,3.65,1,1,0,0,2.02,5.14,6.08,27613000
89.1,3,2,5,1961,63,Центр,2.46,1,1,0,0,2.25,6.85,4.22,41187000
82.0,3,1,2,2003,21,Юг,8.76,0,0,0,0,4.01,7.99,9.05,14887000
51.6,2,16,22,1994,30,Центр,11.49,0,1,1,0,0.56,1.54,9.14,22987000
79.3,3,18,22,1992,32,Юг,10.43,1,1,1,0,0.99,5.58,7.73,13251000
91.9,3,23,26,1981,43,Юг,8.26,1,1,1,0,4.87,7.11,7.09,17168000
90.2,3,17,24,1996,28,Центр,1.22,1,1,1,0,2.58,4.65,1.33,41265000
107.3,4,6,14,2023,1,Центр,0.3,1,1,0,1,0.32,5.15,1.03,48206000
88.5,3,14,22,1988,36,Пригород,27.97,1,1,1,0,0.33,3.32,8.44,8338000
76.8,3,23,25,2004,20,Север,11.7,1,1,1,0,4.55,5.43,4.38,19620000
102.3,3,15,17,2013,11,Север,1.84,0,1,0,1,4.38,3.23,4.62,26902000
66.0,2,14,18,2011,13,Юг,9.96,0,1,1,1,2.35,3.87,8.51,11391000
46.9,2,24,28,1990,34,Пригород,41.09,0,1,0,0,0.9,0.91,6.29,4476000
62.5,2,22,30,2005,19,Пригород,22.73,0,1,1,0,4.17,0.16,1.96,5263000
49.5,2,3,4,2017,7,Юг,2.43,0,0,1,1,1.69,0.54,2.27,8593000
50.9,2,24,24,1962,62,Север,5.49,0,1,1,0,2.15,1.62,0.26,12610000
62.9,2,23,30,1996,28,Центр,1.63,1,1,0,0,3.44,3.71,7.16,29767000
48.6,2,19,21,1984,40,Юг,12.06,0,1,1,0,1.83,0.27,4.96,8076000
59.0,2,12,12,1993,31,Восток,10.61,0,1,1,0,3.18,1.33,9.51,10777000
31.3,1,2,2,1995,29,Север,6.84,0,0,1,0,4.44,6.27,7.2,8959000
72.6,2,3,4,2011,13,Пригород,52.0,1,0,1,1,4.01,6.12,1.21,6339000
66.7,2,18,23,1972,52,Запад,6.62,0,1,1,0,1.97,6.34,1.78,22049000
48.1,2,1,6,2000,24,Восток,26.68,0,1,0,0,1.51,7.38,5.12,8729000
86.8,3,20,22,2003,21,Центр,0.73,0,1,0,0,1.5,1.04,9.26,38991000
97.0,3,21,24,1999,25,Восток,10.02,1,1,0,0,1.81,1.39,2.62,20663000
35.1,1,6,7,2011,13,Центр,1.39,1,1,1,1,2.52,2.74,8.29,16145000
49.2,2,5,6,1993,31,Запад,2.62,1,1,1,0,2.14,7.33,3.26,15311000
49.0,2,1,7,2021,3,Запад,1.59,0,1,1,1,0.75,6.23,2.84,15774000
45.8,2,19,19,1998,26,Восток,6.43,1,1,1,0,0.9,2.66,9.03,9454000
92.9,3,1,7,2003,21,Юг,1.94,0,1,1,0,1.78,0.79,0.66,16289000
61.7,2,21,21,2015,9,Восток,1.79,0,1,1,1,2.85,4.97,6.68,11953000
60.0,2,21,26,1987,37,Пригород,59.57,0,1,0,0,3.0,2.13,0.62,5539000
29.9,1,16,18,1970,54,Север,12.95,0,1,0,0,2.48,4.3,8.05,7366000
86.0,3,12,19,2009,15,Север,11.04,1,1,0,0,3.72,7.54,8.33,21208000
40.6,1,22,27,1999,25,Пригород,50.73,0,1,0,0,3.71,4.62,8.95,2962000
68.3,2,8,9,2019,5,Запад,27.77,0,1,1,1,2.2,7.4,2.02,23225000
74.5,2,16,23,2023,1,Пригород,40.8,0,1,1,1,0.71,3.21,1.42,6730000
114.9,4,1,5,1994,30,Центр,0.75,0,1,1,0,2.7,5.1,5.13,51685000
39.5,1,4,11,1995,29,Пригород,53.8,1,1,1,0,1.97,7.16,2.86,2763000
20.0,1,10,17,1994,30,Центр,4.07,1,1,1,0,0.78,4.75,6.14,8997000
71.8,2,11,16,1989,35,Пригород,33.64,1,1,1,0,4.91,4.96,5.23,6754000
137.0,5,17,18,2013,11,Восток,5.13,0,1,1,1,1.91,5.76,1.62,24562000
109.5,4,23,30,2012,12,Пригород,33.51,0,1,0,1,3.17,7.07,7.44,9960000
72.5,2,7,12,1998,26,Центр,7.98,0,1,0,0,2.5,0.8,8.08,32541000
54.8,2,12,17,1965,59,Восток,3.37,1,1,1,0,0.8,2.76,9.64,10625000
92.1,3,21,28,1989,35,Пригород,58.36,1,1,1,0,0.37,3.24,4.08,9135000
45.2,2,7,7,1988,36,Восток,19.29,1,1,1,0,3.17,7.29,3.51,9351000
80.7,3,12,13,2014,10,Восток,7.97,0,1,0,1,1.31,7.65,2.08,18381000
81.6,3,15,23,1971,53,Юг,6.94,0,1,1,0,1.29,1.05,1.97,13017000
101.9,3,2,9,2014,10,Восток,3.7,0,1,0,1,4.79,1.04,3.35,20568000
201.1,6,14,20,2008,16,Восток,0.3,1,1,0,0,2.36,7.49,9.82,42520000
78.0,3,13,19,2011,13,Восток,1.09,1,1,1,1,0.24,2.44,1.1,15011000
54.4,2,4,8,1996,28,Пригород,48.94,1,1,1,0,1.77,2.01,2.74,5526000
66.0,2,14,15,2008,16,Центр,1.91,1,1,1,0,2.96,0.38,1.04,30020000
32.9,1,14,19,2005,19,Север,1.3,0,1,1,0,1.71,2.28,2.88,7978000
50.5,2,16,25,2012,12,Пригород,26.88,0,1,0,1,0.23,5.58,1.11,4162000
56.6,2,7,9,1996,28,Пригород,57.65,0,1,1,0,2.28,3.47,5.18,4881000
54.1,2,19,22,1998,26,Восток,3.66,0,1,1,0,0.62,4.18,4.5,10663000
70.9,2,2,11,2006,18,Восток,19.06,0,1,0,0,3.13,7.35,1.91,14776000
48.0,2,10,11,1974,50,Север,2.91,1,1,1,0,3.14,1.01,1.91,12439000
104.4,3,18,19,1996,28,Запад,6.27,1,1,1,0,0.29,0.66,6.34,35853000
66.7,2,17,24,2022,2,Восток,0.3,0,1,1,1,1.52,6.83,3.99,13290000
66.4,2,5,12,1965,59,Север,5.9,0,1,0,0,2.13,6.22,0.75,17223000
58.5,2,12,21,1989,35,Восток,8.11,0,1,0,0,2.8,2.18,9.22,11396000
71.0,2,6,11,1989,35,Центр,0.8,1,1,1,0,1.55,2.66,4.17,32834000
92.8,3,22,26,2006,18,Пригород,41.05,0,1,0,0,1.51,2.55,5.99,8476000
47.1,2,9,16,1974,50,Пригород,44.12,0,1,0,0,4.92,5.22,8.88,3974000
51.3,2,20,23,2006,18,Юг,9.29,1,1,1,0,0.31,0.58,4.14,8891000
59.1,2,1,4,1972,52,Восток,11.98,0,0,0,0,4.95,3.97,8.24,11387000
38.9,1,22,26,1972,52,Север,2.98,0,1,1,0,0.33,1.16,9.16,9909000
48.1,2,15,15,2010,14,Юг,6.71,1,1,0,1,1.51,6.58,1.91,8667000
55.1,2,21,21,1989,35,Юг,31.95,1,1,1,0,2.52,3.11,8.95,9266000
94.6,3,6,7,2022,2,Запад,18.27,1,1,0,1,0.8,4.27,1.37,33460000
74.1,2,19,26,1964,60,Пригород,57.87,0,1,1,0,0.76,0.33,2.9,7045000
72.1,2,18,24,1996,28,Юг,3.9,0,1,0,0,1.36,0.56,8.12,11773000
93.7,3,6,15,1975,49,Пригород,50.41,1,1,1,0,4.87,5.43,9.03,7961000
63.1,2,13,21,1991,33,Юг,7.74,0,1,0,0,1.96,6.16,6.9,10022000
78.0,3,1,5,2023,1,Восток,0.69,1,1,1,1,2.87,5.71,1.23,15897000
64.0,2,23,24,2018,6,Север,13.9,1,1,0,1,3.55,5.92,5.33,16096000
74.2,2,23,29,1966,58,Пригород,45.47,1,1,0,0,3.74,0.93,5.81,5606000
52.8,2,13,20,2003,21,Пригород,23.95,0,1,1,0,3.47,5.58,2.96,4199000
25.1,1,7,13,2007,17,Центр,0.3,0,1,0,0,1.75,1.54,9.91,10936000
63.2,2,15,21,1983,41,Центр,5.44,0,1,1,0,0.65,0.87,3.49,28702000
117.8,4,12,16,1979,45,Север,0.66,1,1,0,0,1.48,6.08,2.26,30514000
96.6,3,1,2,2019,5,Юг,0.77,0,0,0,1,1.13,7.13,1.28,17187000
98.1,3,15,20,2022,2,Пригород,34.23,0,1,1,1,0.77,5.76,3.91,8347000
109.3,4,4,7,2023,1,Запад,1.16,0,1,0,1,0.22,6.46,6.99,35690000
69.1,2,13,22,2013,11,Восток,19.6,0,1,1,1,4.69,7.93,2.47,14749000
72.2,2,23,24,2007,17,Север,5.08,0,1,1,0,4.61,1.16,7.74,18511000
52.1,2,5,13,1991,33,Пригород,40.61,0,1,0,0,0.35,7.72,1.53,4755000
58.8,2,2,8,1981,43,Юг,21.06,1,1,0,0,0.95,4.85,4.52,9643000
85.3,3,23,28,1970,54,Юг,6.04,0,1,1,0,0.78,6.52,7.08,14311000
107.9,4,1,5,2009,15,Восток,3.49,0,1,1,0,1.48,5.24,1.53,21809000
63.1,2,16,18,2013,11,Север,12.76,1,1,0,1,1.1,4.6,6.06,16840000
55.7,2,23,30,2015,9,Север,4.68,1,1,1,1,4.73,5.66,8.03,14568000
66.7,2,6,15,2019,5,Центр,1.15,0,1,0,1,0.51,2.63,6.04,29818000
84.8,3,23,26,2018,6,Пригород,47.55,0,1,0,1,1.14,7.4,5.21,7753000
37.4,1,16,18,2023,1,Юг,12.94,1,1,1,1,0.5,1.01,8.42,6176000
26.6,1,14,21,1985,39,Пригород,50.63,0,1,1,0,4.9,2.61,9.86,2318000
53.5,2,3,5,2012,12,Пригород,59.0,0,1,1,1,4.6,0.35,1.98,4956000
40.9,1,15,21,2004,20,Восток,12.36,0,1,1,0,3.61,2.24,6.98,8442000
54.4,2,3,9,1986,38,Юг,11.76,0,1,0,0,2.19,1.82,0.99,8794000
62.9,2,23,29,2023,1,Пригород,53.59,0,1,0,1,1.03,0.49,0.62,5635000
55.6,2,2,8,2019,5,Юг,0.3,1,1,0,1,1.19,3.99,2.95,9010000
119.2,4,1,2,1977,47,Запад,3.6,1,0,1,0,2.27,3.8,9.72,38739000
76.0,3,9,18,1963,61,Восток,10.7,0,1,1,0,3.86,0.71,5.61,15701000
75.2,3,9,11,2009,15,Запад,7.32,0,1,0,0,1.4,2.17,2.83,24355000
85.5,3,23,30,2004,20,Пригород,22.99,1,1,0,0,1.62,7.63,1.5,7698000
42.3,1,7,15,2020,4,Восток,2.9,0,1,0,1,3.04,0.97,9.22,7916000
101.1,3,3,5,1984,40,Запад,3.29,0,1,1,0,1.26,2.51,3.75,32729000
64.7,2,18,19,1971,53,Юг,6.71,1,1,0,0,2.96,0.38,3.21,10133000
87.2,3,11,19,1986,38,Восток,14.25,1,1,1,0,2.0,1.28,8.61,17487000
43.4,1,7,16,1962,62,Север,21.56,0,1,0,0,0.27,5.63,6.12,11391000
35.8,1,9,17,1964,60,Запад,11.09,1,1,0,0,2.07,3.0,1.85,11922000
92.5,3,1,4,2019,5,Юг,14.81,0,0,0,1,4.61,3.67,4.33,16012000
77.5,3,14,22,1991,33,Восток,5.08,0,1,1,0,1.54,1.34,9.3,15575000
46.5,2,20,22,1994,30,Юг,3.95,0,1,0,0,1.68,5.49,9.03,7270000
47.1,2,6,12,1962,62,Восток,3.99,1,1,1,0,0.42,6.04,0.89,8987000
104.6,3,7,13,1986,38,Пригород,42.72,1,1,0,0,3.11,1.53,2.83,7952000
41.4,1,10,17,2014,10,Восток,1.06,1,1,1,1,4.26,0.46,1.71,8065000
128.6,4,7,16,2005,19,Восток,6.93,0,1,1,0,1.83,0.74,5.43,24454000
46.5,2,2,5,2012,12,Пригород,44.93,0,1,1,1,1.28,5.29,7.55,4205000
86.1,3,4,6,1996,28,Север,4.62,0,1,0,0,4.79,1.17,3.1,24469000
58.5,2,21,23,1989,35,Запад,24.49,0,1,0,0,3.75,4.0,7.63,19752000
84.9,3,17,21,1999,25,Центр,2.81,0,1,0,0,2.88,1.31,6.75,39806000
53.6,2,1,1,1989,35,Юг,1.99,1,0,0,0,1.6,1.44,7.34,9473000
62.5,2,10,19,2016,8,Восток,5.22,1,1,0,1,1.18,0.13,9.49,12358000
67.8,2,19,21,1988,36,Юг,9.0,0,1,1,0,3.61,2.63,4.36,11496000
44.7,1,15,20,2007,17,Запад,3.13,0,1,0,0,2.66,0.81,3.56,15159000
89.7,3,10,12,1978,46,Запад,0.66,0,1,0,0,2.65,3.21,6.9,29812000
54.3,2,19,23,2008,16,Центр,2.63,1,1,1,0,0.46,4.82,8.11,24257000
60.9,2,12,20,2019,5,Север,23.63,1,1,1,1,2.61,3.0,2.08,16728000
44.8,1,24,25,2005,19,Восток,5.31,1,1,1,0,4.13,5.67,8.5,9043000
23.9,1,16,17,2002,22,Север,18.92,0,1,1,0,4.74,5.96,0.77,5831000
61.8,2,9,14,2022,2,Север,14.42,0,1,1,1,0.62,5.6,0.26,15972000
175.0,6,15,20,2006,18,Пригород,21.63,1,1,1,0,3.19,7.5,1.75,15962000
91.3,3,17,24,1986,38,Север,9.85,1,1,0,0,2.88,1.97,9.79,23353000
66.2,2,14,15,1988,36,Восток,4.57,0,1,1,0,4.46,1.6,5.33,12856000
60.0,2,18,26,2009,15,Юг,2.3,0,1,1,0,3.78,4.92,0.66,9969000
67.3,2,2,3,2011,13,Север,9.29,0,0,0,1,4.83,4.8,9.97,16274000
83.0,3,4,4,1988,36,Восток,10.86,1,0,1,0,4.8,4.13,7.5,14938000
41.6,1,18,27,1991,33,Пригород,23.1,1,1,1,0,1.21,0.13,8.41,3614000
104.1,3,7,8,2023,1,Пригород,56.15,1,1,0,1,3.65,4.49,2.29,9178000
88.8,3,13,19,1973,51,Запад,11.13,0,1,1,0,2.7,7.47,1.23,27954000
88.9,3,15,22,1994,30,Пригород,57.0,0,1,1,0,1.15,2.74,5.25,7449000
79.5,3,23,27,1968,56,Восток,3.05,0,1,1,0,1.05,7.74,7.77,15530000
67.2,2,22,27,2015,9,Север,22.42,1,1,0,1,0.5,2.92,6.45,18185000
87.3,3,1,1,1972,52,Восток,3.68,0,0,0,0,4.0,1.2,6.38,17991000
84.5,3,11,16,2008,16,Пригород,17.43,1,1,0,0,1.69,3.25,7.62,8228000
57.9,2,10,17,1967,57,Восток,11.52,0,1,0,0,4.3,4.01,2.42,10880000
53.0,2,5,7,2008,16,Север,9.73,1,1,0,0,3.08,5.07,6.68,13645000
69.5,2,16,16,2016,8,Восток,7.29,1,1,0,1,3.4,4.09,4.04,14541000
123.9,4,11,14,1994,30,Запад,5.39,0,1,0,0,1.53,4.34,0.88,38453000
40.6,1,21,21,2001,23,Центр,0.3,1,1,1,0,2.34,0.29,2.18,18050000
37.1,1,6,13,1994,30,Запад,7.84,0,1,1,0,2.12,2.1,7.98,12321000
71.2,2,9,13,1988,36,Запад,4.31,0,1,0,0,1.25,2.55,8.98,22137000
68.1,2,13,13,2014,10,Запад,6.57,0,1,0,1,4.18,7.9,2.97,22765000
